Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	Quat x	Quat y	Quat z	Quat w	
38983926	-1453	-242	1172	-354.532	-59.048	285.968	1270	522	134	88.900	36.540	9.380	44	25.172	-0.408127	0.099169	0.896321	0.141369	
38993282	-1537	-413	1216	-375.028	-100.772	296.704	1176	479	60	82.320	33.530	4.200	42	25.164	-0.409686	0.106404	0.894465	0.143344	
39002637	-1522	-679	1348	-371.368	-165.676	328.912	1104	457	-21	77.280	31.990	-1.470	42	25.164	-0.411123	0.112945	0.892654	0.145495	
39011993	-1464	-938	1553	-357.216	-228.872	378.932	1098	468	-113	76.860	32.760	-7.910	46	25.180	-0.412540	0.118903	0.890830	0.147897	
39021348	-1348	-1019	1782	-328.912	-248.636	434.808	1124	471	-171	78.680	32.970	-11.970	46	25.180	-0.414062	0.124619	0.888864	0.150739	
39030702	-1266	-1195	1942	-308.904	-291.580	473.848	1035	536	-186	72.450	37.520	-13.020	47	25.184	-0.415597	0.130325	0.886781	0.153928	
39040057	-1288	-1258	2199	-314.272	-306.952	536.556	913	655	-167	63.910	45.850	-11.690	47	25.184	-0.417532	0.135596	0.884553	0.156925	
39049413	-1433	-1006	2317	-349.652	-245.464	565.348	813	774	-80	56.910	54.180	-5.600	44	25.172	-0.420144	0.140397	0.882115	0.159437	
39058769	-1688	-649	2039	-411.872	-158.356	497.516	742	923	70	51.940	64.610	4.900	44	25.172	-0.423360	0.145004	0.879514	0.161167	
39068124	-2156	-138	1292	-526.064	-33.672	315.248	747	1001	212	52.290	70.070	14.840	47	25.184	-0.427248	0.149749	0.876710	0.161842	
39077480	-2722	375	440	-664.168	91.500	107.360	762	933	270	53.340	65.310	18.900	47	25.184	-0.431379	0.154930	0.873801	0.161743	
39086835	-3258	793	-510	-794.952	193.492	-124.440	796	754	221	55.720	52.780	15.470	47	25.184	-0.435083	0.160259	0.871054	0.161443	
39096190	-3311	1213	-1489	-807.884	295.972	-363.316	830	517	76	58.100	36.190	5.320	47	25.184	-0.437890	0.165462	0.868637	0.161628	
39105545	-3014	1551	-1793	-735.416	378.444	-437.492	799	308	-20	55.930	21.560	-1.400	55	25.215	-0.439611	0.170246	0.866615	0.162837	
39114901	-2567	1821	-1650	-626.348	444.324	-402.600	829	91	-32	58.030	6.370	-2.240	55	25.215	-0.440407	0.174437	0.865035	0.164641	
39124256	-2108	2095	-1386	-514.352	511.180	-338.184	834	-127	-88	58.380	-8.890	-6.160	46	25.180	-0.440103	0.178538	0.863940	0.166793	
39133611	-1676	1909	-1110	-408.944	465.796	-270.840	624	-301	-225	43.680	-21.070	-15.750	46	25.180	-0.438766	0.182310	0.863315	0.169452	
39142967	-1553	1417	-724	-378.932	345.748	-176.656	479	-431	-358	33.530	-30.170	-25.060	45	25.176	-0.436908	0.184531	0.863194	0.172438	
39152322	-1418	902	-240	-345.992	220.088	-58.560	494	-563	-415	34.580	-39.410	-29.050	45	25.176	-0.434684	0.185574	0.863405	0.175853	
39161677	-1230	429	243	-300.120	104.676	59.292	531	-642	-399	37.170	-44.940	-27.930	48	25.188	-0.431845	0.186412	0.863852	0.179722	
39171032	-1060	237	625	-258.640	57.828	152.500	620	-715	-347	43.400	-50.050	-24.290	48	25.188	-0.428550	0.187387	0.864448	0.183683	
39180388	-903	270	877	-220.332	65.880	213.988	738	-774	-290	51.660	-54.180	-20.300	45	25.176	-0.424732	0.188846	0.865157	0.187677	
39189741	-1033	402	1194	-252.052	98.088	291.336	798	-745	-270	55.860	-52.150	-18.900	45	25.176	-0.420419	0.190956	0.865911	0.191733	
39199097	-1435	528	1309	-350.140	128.832	319.396	743	-662	-292	52.010	-46.340	-20.440	44	25.172	-0.416144	0.193436	0.866516	0.195795	
39208452	-1915	504	1364	-467.260	122.976	332.816	614	-557	-312	42.980	-38.990	-21.840	44	25.172	-0.412351	0.195676	0.866927	0.199736	
39217807	-2282	408	1387	-556.808	99.552	338.428	500	-438	-288	35.000	-30.660	-20.160	42	25.164	-0.409235	0.197344	0.867186	0.203348	
39227162	-2496	366	1380	-609.024	89.304	336.720	430	-342	-251	30.100	-23.940	-17.570	42	25.164	-0.406805	0.198638	0.867304	0.206436	
39236518	-2618	378	1376	-638.792	92.232	335.744	375	-265	-226	26.250	-18.550	-15.820	50	25.195	-0.404885	0.199781	0.867310	0.209066	
39245873	-2746	410	1369	-670.024	100.040	334.036	303	-194	-184	21.210	-13.580	-12.880	50	25.195	-0.403380	0.200799	0.867221	0.211356	
39255228	-2910	420	1404	-710.040	102.480	342.576	222	-162	-113	15.540	-11.340	-7.910	37	25.145	-0.402263	0.201641	0.867096	0.213188	
39264583	-3103	420	1429	-757.132	102.480	348.676	150	-149	-26	10.500	-10.430	-1.820	37	25.145	-0.401320	0.202284	0.867073	0.214444	
39273939	-3285	448	1428	-801.540	109.312	348.432	100	-158	36	7.000	-11.060	2.520	34	25.133	-0.400427	0.202785	0.867209	0.215089	
39283294	-3417	538	1476	-833.748	131.272	360.144	89	-179	62	6.230	-12.530	4.340	34	25.133	-0.399480	0.203168	0.867499	0.215322	
39292647	-3496	714	1545	-853.024	174.216	376.980	92	-197	74	6.440	-13.790	5.180	40	25.156	-0.398411	0.203531	0.867880	0.215426	
39302004	-3586	888	1623	-874.984	216.672	396.012	75	-218	73	5.250	-15.260	5.110	40	25.156	-0.397234	0.203913	0.868311	0.215497	
39311360	-3675	981	1644	-896.700	239.364	401.136	9	-232	54	0.630	-16.240	3.780	39	25.152	-0.395975	0.204182	0.868808	0.215559	
39320714	-3798	921	1666	-926.712	224.724	406.504	-103	-213	18	-7.210	-14.910	1.260	39	25.152	-0.394749	0.204063	0.869388	0.215582	
39330069	-3870	755	1646	-944.280	184.220	401.624	-191	-193	-16	-13.370	-13.510	-1.120	45	25.176	-0.393796	0.203329	0.870010	0.215508	
39339425	-3824	523	1704	-933.056	127.612	415.776	-220	-182	-44	-15.400	-12.740	-3.080	45	25.176	-0.395165	0.202823	0.869566	0.215273	
39348780	-3670	363	1754	-895.480	88.572	427.976	-183	-176	-71	-12.810	-12.320	-4.970	48	25.188	-0.396663	0.201656	0.869143	0.215319	
39358135	-3548	351	1773	-865.712	85.644	432.612	-113	-177	-99	-7.910	-12.390	-6.930	48	25.188	-0.398048	0.200274	0.868730	0.215721	
39367491	-3596	351	1813	-877.424	85.644	442.372	-83	-185	-114	-5.810	-12.950	-7.980	41	25.160	-0.399213	0.199135	0.868284	0.216417	
39376846	-3716	298	1798	-906.704	72.712	438.712	-71	-192	-97	-4.970	-13.440	-6.790	41	25.160	-0.400272	0.198098	0.867824	0.217255	
39386201	-3748	253	1845	-914.512	61.732	450.180	-49	-198	-79	-3.430	-13.860	-5.530	47	25.184	-0.401414	0.197098	0.867317	0.218081	
39395556	-3691	239	1894	-900.604	58.316	462.136	-27	-209	-74	-1.890	-14.630	-5.180	47	25.184	-0.402437	0.196145	0.866849	0.218912	
39404912	-3621	198	1952	-883.524	48.312	476.288	-18	-229	-55	-1.260	-16.030	-3.850	44	25.172	-0.403231	0.195243	0.866462	0.219789	
39414267	-3551	172	2015	-866.444	41.968	491.660	-4	-246	-15	-0.280	-17.220	-1.050	44	25.172	-0.403747	0.194287	0.866217	0.220653	
39423622	-3532	174	2116	-861.808	42.456	516.304	35	-267	30	2.450	-18.690	2.100	42	25.164	-0.403955	0.193378	0.866134	0.221396	
39432977	-3592	170	2146	-876.448	41.480	523.624	56	-278	64	3.920	-19.460	4.480	42	25.164	-0.403772	0.192686	0.866210	0.222034	
39442332	-3632	148	2150	-886.208	36.112	524.600	72	-273	88	5.040	-19.110	6.160	43	25.168	-0.403489	0.192164	0.866322	0.222562	
39451687	-3527	211	2157	-860.588	51.484	526.308	124	-261	103	8.680	-18.270	7.210	43	25.168	-0.403237	0.191758	0.866413	0.223018	
39461042	-3327	289	2243	-811.788	70.516	547.292	174	-236	112	12.180	-16.520	7.840	43	25.168	-0.402808	0.191749	0.866504	0.223445	
39470398	-3142	406	2358	-766.648	99.064	575.352	190	-193	122	13.300	-13.510	8.540	43	25.168	-0.402025	0.192082	0.866688	0.223856	
39479753	-2914	580	2324	-711.016	141.520	567.056	161	-171	142	11.270	-11.970	9.940	39	25.152	-0.400949	0.192675	0.866989	0.224110	
39489108	-2814	736	2231	-686.616	179.584	544.364	89	-117	165	6.230	-8.190	11.550	39	25.152	-0.399642	0.193518	0.867437	0.223984	
39498463	-2958	778	2066	-721.752	189.832	504.104	-63	-66	166	-4.410	-4.620	11.620	42	25.164	-0.398766	0.194186	0.867816	0.223498	
39507818	-3156	706	1836	-770.064	172.264	447.984	-208	-27	182	-14.560	-1.890	12.740	42	25.164	-0.398603	0.194721	0.868063	0.222363	
39517173	-3350	474	1761	-817.400	115.656	429.684	-310	17	216	-21.700	1.190	15.120	50	25.195	-0.399502	0.194673	0.868054	0.220821	
39526529	-3431	187	1801	-837.164	45.628	439.444	-359	33	214	-25.130	2.310	14.980	50	25.195	-0.401219	0.193840	0.867890	0.219079	
39535884	-3194	16	1740	-779.336	3.904	424.560	-296	-6	206	-20.720	-0.420	14.420	43	25.168	-0.403271	0.192177	0.867699	0.217527	
39545239	-2858	-44	1667	-697.352	-10.736	406.748	-200	-21	216	-14.000	-1.470	15.120	43	25.168	-0.403382	0.191176	0.868292	0.215830	
39554594	-2588	40	1573	-631.472	9.760	383.812	-117	-21	237	-8.190	-1.470	16.590	47	25.184	-0.403288	0.190655	0.868824	0.214320	
39563950	-2563	250	1610	-625.372	61.000	392.840	-21	-57	298	-1.470	-3.990	20.860	47	25.184	-0.403068	0.190595	0.869289	0.212896	
39573306	-2721	402	1581	-663.924	98.088	385.764	20	-125	390	1.400	-8.750	27.300	50	25.195	-0.402486	0.191107	0.869804	0.211429	
39582661	-3083	415	1528	-752.252	101.260	372.832	-16	-148	450	-1.120	-10.360	31.500	50	25.195	-0.401413	0.191952	0.870539	0.209673	
39592017	-3425	446	1510	-835.700	108.824	368.440	-18	-164	470	-1.260	-11.480	32.900	43	25.168	-0.400201	0.192726	0.871432	0.207559	
39601372	-3454	578	1392	-842.776	141.032	339.648	30	-228	474	2.100	-15.960	33.180	43	25.168	-0.398887	0.193516	0.872380	0.205358	
39610727	-3086	733	1300	-752.984	178.852	317.200	112	-274	485	7.840	-19.180	33.950	45	25.176	-0.397189	0.194478	0.873419	0.203315	
39620082	-2720	782	1367	-663.680	190.808	333.548	125	-236	466	8.750	-16.520	32.620	45	25.176	-0.395151	0.195818	0.874475	0.201452	
39629436	-2491	777	1534	-607.804	189.588	374.296	60	-197	402	4.200	-13.790	28.140	48	25.188	-0.393304	0.197222	0.875401	0.199669	
39638791	-2379	803	1594	-580.476	195.932	388.936	23	-186	374	1.610	-13.020	26.180	48	25.188	-0.391796	0.198200	0.876231	0.198014	
39648147	-2557	687	1609	-623.908	167.628	392.596	-67	-156	384	-4.690	-10.920	26.880	40	25.156	-0.390414	0.198942	0.877042	0.196403	
39657503	-2967	420	1769	-723.948	102.480	431.636	-194	-153	386	-13.580	-10.710	27.020	40	25.156	-0.389270	0.199287	0.877895	0.194506	
39666858	-3261	282	1734	-795.684	68.808	423.096	-229	-189	394	-16.030	-13.230	27.580	38	25.148	-0.388278	0.199002	0.878882	0.192312	
39676214	-3373	325	1743	-823.012	79.300	425.292	-166	-212	436	-11.620	-14.840	30.520	38	25.148	-0.387131	0.198517	0.879991	0.190040	
39685569	-3246	469	1834	-792.024	114.436	447.496	-87	-221	473	-6.090	-15.470	33.110	47	25.184	-0.385749	0.198416	0.881118	0.187720	
39694924	-2955	761	1789	-721.020	185.684	436.516	-38	-224	490	-2.660	-15.680	34.300	47	25.184	-0.384191	0.198782	0.882207	0.185396	
39704279	-2610	1095	1899	-636.840	267.180	463.356	-49	-225	500	-3.430	-15.750	35.000	47	25.184	-0.382544	0.199428	0.883257	0.183097	
39713635	-2456	1334	2026	-599.264	325.496	494.344	-102	-194	504	-7.140	-13.580	35.280	47	25.184	-0.380888	0.200038	0.884323	0.180722	
39722990	-2559	1315	2014	-624.396	320.860	491.416	-275	-126	445	-19.250	-8.820	31.150	45	25.176	-0.379435	0.200418	0.885378	0.178174	
39732345	-2882	1114	1836	-703.208	271.816	447.984	-508	-57	329	-35.560	-3.990	23.030	45	25.176	-0.378566	0.199862	0.886415	0.175470	
39741698	-3234	856	1733	-789.096	208.864	422.852	-637	-27	249	-44.590	-1.890	17.430	46	25.180	-0.378409	0.197942	0.887443	0.172769	
39751055	-3523	582	1766	-859.612	142.008	430.904	-667	-33	233	-46.690	-2.310	16.310	46	25.180	-0.378616	0.195223	0.888461	0.170158	
39760410	-3498	368	1726	-853.512	89.792	421.144	-612	-94	245	-42.840	-6.580	17.150	40	25.156	-0.378834	0.192307	0.889495	0.167568	
39769766	-3353	333	1858	-818.132	81.252	453.352	-459	-165	255	-32.130	-11.550	17.850	40	25.156	-0.381030	0.189306	0.889579	0.165553	
39779122	-3133	460	1895	-764.452	112.240	462.380	-278	-233	264	-19.460	-16.310	18.480	50	25.195	-0.382320	0.186871	0.889844	0.163912	
39788475	-2963	579	1996	-722.972	141.276	487.024	-151	-258	278	-10.570	-18.060	19.460	50	25.195	-0.382673	0.185540	0.890224	0.162532	
39797832	-2754	596	2058	-671.976	145.424	502.152	-147	-235	248	-10.290	-16.450	17.360	43	25.168	-0.381205	0.185140	0.891204	0.161061	
39807187	-2628	714	2092	-641.232	174.216	510.448	-210	-189	185	-14.700	-13.230	12.950	43	25.168	-0.379881	0.184714	0.892097	0.159726	
39816543	-2617	924	1907	-638.548	225.456	465.308	-330	-215	140	-23.100	-15.050	9.800	43	25.168	-0.378913	0.183873	0.892896	0.158526	
39825898	-2773	1119	1751	-676.612	273.036	427.244	-455	-291	129	-31.850	-20.370	9.030	43	25.168	-0.377967	0.182297	0.893833	0.157323	
39835254	-3020	1245	1631	-736.880	303.780	397.964	-595	-359	118	-41.650	-25.130	8.260	43	25.168	-0.376753	0.179989	0.895047	0.155984	
39844609	-3150	1186	1604	-768.600	289.384	391.376	-757	-414	83	-52.990	-28.980	5.810	43	25.168	-0.375323	0.176879	0.896529	0.154468	
39853965	-3016	984	1567	-735.904	240.096	382.348	-861	-471	15	-60.270	-32.970	1.050	51	25.199	-0.373782	0.172812	0.898244	0.152836	
39863321	-2790	771	1610	-680.760	188.124	392.840	-884	-509	-79	-61.880	-35.630	-5.530	51	25.199	-0.372096	0.168011	0.900099	0.151382	
39872676	-2545	607	1744	-620.980	148.108	425.536	-830	-562	-150	-58.100	-39.340	-10.500	47	25.184	-0.370312	0.162853	0.901947	0.150395	
39882032	-2305	549	1811	-562.420	133.956	441.884	-707	-645	-174	-49.490	-45.150	-12.180	47	25.184	-0.368263	0.157773	0.903764	0.149933	
39891387	-2107	577	1794	-514.108	140.788	437.736	-577	-727	-192	-40.390	-50.890	-13.440	39	25.152	-0.365689	0.153201	0.905596	0.149923	
39900743	-2093	651	1811	-510.692	158.844	441.884	-495	-796	-260	-34.650	-55.720	-18.200	39	25.152	-0.362584	0.149189	0.907442	0.150345	
39910098	-2208	759	1765	-538.752	185.196	430.660	-468	-866	-363	-32.760	-60.620	-25.410	39	25.152	-0.359098	0.145398	0.909276	0.151343	
39919452	-2399	854	1678	-585.356	208.376	409.432	-525	-934	-454	-36.750	-65.380	-31.780	39	25.152	-0.355299	0.141470	0.911111	0.152986	
39928807	-2529	831	1721	-617.076	202.764	419.924	-635	-1008	-516	-44.450	-70.560	-36.120	48	25.188	-0.351254	0.136996	0.913014	0.155035	
39938161	-2607	722	1905	-636.108	176.168	464.820	-728	-1046	-559	-50.960	-73.220	-39.130	48	25.188	-0.346953	0.131751	0.915052	0.157237	
39947517	-2575	565	2207	-628.300	137.860	538.508	-825	-1053	-614	-57.750	-73.710	-42.980	49	25.191	-0.342548	0.125892	0.917143	0.159499	
39956872	-2475	498	2460	-603.900	121.512	600.240	-863	-1065	-676	-60.410	-74.550	-47.320	49	25.191	-0.338211	0.119403	0.919205	0.161854	
39966227	-2289	514	2523	-558.516	125.416	615.612	-852	-1059	-733	-59.640	-74.130	-51.310	59	25.230	-0.333864	0.112575	0.921192	0.164457	
39975583	-2222	495	2606	-542.168	120.780	635.864	-856	-1001	-821	-59.920	-70.070	-57.470	59	25.230	-0.329549	0.105693	0.923035	0.167364	
39984938	-2176	417	2597	-530.944	101.748	633.668	-901	-939	-947	-63.070	-65.730	-66.290	39	25.152	-0.325571	0.098671	0.924616	0.170681	
39994293	-2161	283	2567	-527.284	69.052	626.348	-975	-888	-1058	-68.250	-62.160	-74.060	39	25.152	-0.322009	0.091229	0.925908	0.174530	
40003648	-2202	67	2543	-537.288	16.348	620.492	-1079	-847	-1141	-75.530	-59.290	-79.870	48	25.188	-0.318820	0.083235	0.926952	0.178788	
40013002	-2316	-162	2573	-565.104	-39.528	627.812	-1185	-807	-1219	-82.950	-56.490	-85.330	48	25.188	-0.315962	0.074572	0.927794	0.183259	
40022359	-2475	-334	2656	-603.900	-81.496	648.064	-1243	-774	-1286	-87.010	-54.180	-90.020	48	25.188	-0.313426	0.065240	0.928426	0.187915	
40031714	-2624	-451	2666	-640.256	-110.044	650.504	-1272	-743	-1347	-89.040	-52.010	-94.290	48	25.188	-0.311115	0.055508	0.928837	0.192788	
40041070	-2733	-503	2651	-666.852	-122.732	646.844	-1316	-683	-1425	-92.120	-47.810	-99.750	47	25.184	-0.308980	0.045541	0.929017	0.197898	
40050425	-2791	-517	2608	-681.004	-126.148	636.352	-1394	-639	-1505	-97.580	-44.730	-105.350	47	25.184	-0.307192	0.035265	0.928890	0.203303	
40059781	-2777	-520	2512	-677.588	-126.880	612.928	-1494	-611	-1557	-104.580	-42.770	-108.990	49	25.191	-0.305700	0.024480	0.928474	0.208957	
40069137	-2721	-646	2527	-663.924	-157.624	616.588	-1629	-568	-1594	-114.030	-39.760	-111.580	49	25.191	-0.304435	0.013103	0.927815	0.214676	
40078492	-2637	-942	2764	-643.428	-229.848	674.416	-1762	-518	-1640	-123.340	-36.260	-114.800	43	25.168	-0.303514	0.000997	0.926886	0.220316	
40087848	-2455	-1251	2850	-599.020	-305.244	695.400	-1848	-476	-1693	-129.360	-33.320	-118.510	43	25.168	-0.304506	-0.012303	0.925125	0.225936	
40097203	-2273	-1536	2970	-554.612	-374.784	724.680	-1877	-428	-1735	-131.390	-29.960	-121.450	53	25.207	-0.305414	-0.026611	0.923075	0.231786	
40106559	-2226	-1782	3083	-543.144	-434.808	752.252	-1812	-406	-1754	-126.840	-28.420	-122.780	53	25.207	-0.306129	-0.041489	0.920733	0.237892	
40115915	-2298	-1959	3065	-560.712	-477.996	747.860	-1708	-408	-1762	-119.560	-28.560	-123.340	38	25.148	-0.306620	-0.056205	0.918132	0.244208	
40125270	-2524	-2099	2989	-615.856	-512.156	729.316	-1624	-423	-1771	-113.680	-29.610	-123.970	38	25.148	-0.307063	-0.070386	0.915269	0.250638	
40134625	-2797	-2175	2905	-682.468	-530.700	708.820	-1540	-467	-1762	-107.800	-32.690	-123.340	43	25.168	-0.307702	-0.083991	0.912126	0.257043	
40143980	-2950	-2213	2744	-719.800	-539.972	669.536	-1497	-502	-1736	-104.790	-35.140	-121.520	43	25.168	-0.306656	-0.095792	0.909535	0.263270	
40153336	-2930	-2311	2736	-714.920	-563.884	667.584	-1526	-513	-1718	-106.820	-35.910	-120.260	45	25.176	-0.305321	-0.107360	0.906902	0.269370	
40162691	-2736	-2442	2890	-667.584	-595.848	705.160	-1557	-532	-1701	-108.990	-37.240	-119.070	45	25.176	-0.303930	-0.119044	0.904135	0.275271	
40172047	-2398	-2518	2926	-585.112	-614.392	713.944	-1580	-554	-1673	-110.600	-38.780	-117.110	54	25.211	-0.302446	-0.130867	0.901242	0.280967	
40181402	-2210	-2620	3069	-539.240	-639.280	748.836	-1582	-555	-1651	-110.740	-38.850	-115.570	54	25.211	-0.300851	-0.142772	0.898249	0.286412	
40190756	-2224	-2756	3166	-542.656	-672.464	772.504	-1533	-566	-1634	-107.310	-39.620	-114.380	48	25.188	-0.299217	-0.154624	0.895130	0.291687	
40200111	-2335	-2923	3228	-569.740	-713.212	787.632	-1490	-559	-1618	-104.300	-39.130	-113.260	48	25.188	-0.297408	-0.166188	0.891942	0.296898	
40209466	-2410	-3127	3180	-588.040	-762.988	775.920	-1454	-528	-1592	-101.780	-36.960	-111.440	40	25.156	-0.295525	-0.177465	0.888657	0.302056	
40218821	-2362	-3344	3055	-576.328	-815.936	745.420	-1421	-499	-1560	-99.470	-34.930	-109.200	40	25.156	-0.293716	-0.188433	0.885255	0.307125	
40228176	-2226	-3517	2879	-543.144	-858.148	702.476	-1407	-490	-1532	-98.490	-34.300	-107.240	49	25.191	-0.291983	-0.199099	0.881757	0.312070	
40237531	-2134	-3613	2753	-520.696	-881.572	671.732	-1389	-524	-1498	-97.230	-36.680	-104.860	49	25.191	-0.290259	-0.209603	0.878177	0.316860	
40246887	-2145	-3627	2662	-523.380	-884.988	649.528	-1355	-614	-1450	-94.850	-42.980	-101.500	48	25.188	-0.288329	-0.219990	0.874607	0.321422	
40256242	-2200	-3560	2693	-536.800	-868.640	657.092	-1317	-736	-1399	-92.190	-51.520	-97.930	48	25.188	-0.285906	-0.230262	0.871190	0.325642	
40265598	-2174	-3395	2833	-530.456	-828.380	691.252	-1262	-839	-1346	-88.340	-58.730	-94.220	45	25.176	-0.282833	-0.240457	0.867997	0.329463	
40274953	-1998	-3238	3106	-487.512	-790.072	757.864	-1188	-890	-1277	-83.160	-62.300	-89.390	45	25.176	-0.279179	-0.250454	0.865027	0.332925	
40284308	-1745	-3158	3236	-425.780	-770.552	789.584	-1119	-871	-1216	-78.330	-60.970	-85.120	40	25.156	-0.275195	-0.260040	0.862263	0.336047	
40293663	-1564	-3206	3204	-381.616	-782.264	781.776	-1076	-831	-1193	-75.320	-58.170	-83.510	40	25.156	-0.271230	-0.269122	0.859586	0.338965	
40303018	-1493	-3276	3004	-364.292	-799.344	732.976	-1030	-815	-1197	-72.100	-57.050	-83.790	41	25.160	-0.267384	-0.277851	0.856863	0.341861	
40312374	-1566	-3370	2715	-382.104	-822.280	662.460	-990	-811	-1197	-69.300	-56.770	-83.790	41	25.160	-0.263492	-0.286300	0.854091	0.344836	
40321729	-1713	-3503	2463	-417.972	-854.732	600.972	-986	-845	-1194	-69.020	-59.150	-83.580	35	25.137	-0.259513	-0.294517	0.851291	0.347843	
40331085	-1781	-3587	2290	-434.564	-875.228	558.760	-1008	-915	-1185	-70.560	-64.050	-82.950	35	25.137	-0.255340	-0.302748	0.848469	0.350749	
40340441	-1775	-3636	2358	-433.100	-887.184	575.352	-1031	-989	-1146	-72.170	-69.230	-80.220	48	25.188	-0.250861	-0.311181	0.845640	0.353422	
40349794	-1656	-3733	2649	-404.064	-910.852	646.356	-1084	-1046	-1103	-75.880	-73.220	-77.210	48	25.188	-0.246113	-0.319785	0.842864	0.355703	
40359151	-1386	-3787	2915	-338.184	-924.028	711.260	-1116	-1062	-1068	-78.120	-74.340	-74.760	49	25.191	-0.241249	-0.328664	0.840064	0.357559	
40368506	-1148	-3806	3121	-280.112	-928.664	761.524	-1095	-1053	-1024	-76.650	-73.710	-71.680	49	25.191	-0.236413	-0.337644	0.837202	0.359133	
40377862	-973	-3834	3104	-237.412	-935.496	757.376	-1050	-1041	-985	-73.500	-72.870	-68.950	46	25.180	-0.231634	-0.346407	0.834365	0.360501	
40387217	-981	-3875	3018	-239.364	-945.500	736.392	-962	-1014	-957	-67.340	-70.980	-66.990	46	25.180	-0.226872	-0.354843	0.831593	0.361728	
40396571	-1074	-3924	2891	-262.056	-957.456	705.404	-846	-999	-939	-59.220	-69.930	-65.730	45	25.176	-0.222092	-0.362734	0.828940	0.362955	
40405929	-1157	-3961	2756	-282.308	-966.484	672.464	-710	-998	-914	-49.700	-69.860	-63.980	45	25.176	-0.217159	-0.369989	0.826472	0.364243	
40415283	-1132	-3954	2732	-276.208	-964.776	666.608	-601	-1010	-887	-42.070	-70.700	-62.090	58	25.227	-0.211983	-0.376538	0.824276	0.365555	
40424639	-1026	-3881	2724	-250.344	-946.964	664.656	-529	-1012	-871	-37.030	-70.840	-60.970	58	25.227	-0.206566	-0.382540	0.822324	0.366818	
40433994	-874	-3812	2915	-213.256	-930.128	711.260	-497	-996	-868	-34.790	-69.720	-60.760	52	25.203	-0.201009	-0.388161	0.820509	0.368062	
40443350	-714	-3726	3126	-174.216	-909.144	762.744	-497	-950	-865	-34.790	-66.500	-60.550	52	25.203	-0.195453	-0.393570	0.818698	0.369340	
40452705	-591	-3596	3244	-144.204	-877.424	791.536	-499	-883	-861	-34.930	-61.810	-60.270	44	25.172	-0.190107	-0.398854	0.816791	0.370683	
40462060	-599	-3506	3280	-146.156	-855.464	800.320	-516	-801	-875	-36.120	-56.070	-61.250	44	25.172	-0.185075	-0.403976	0.814766	0.372136	
40471416	-740	-3487	3214	-180.560	-850.828	784.216	-558	-711	-900	-39.060	-49.770	-63.000	46	25.180	-0.180419	-0.408996	0.812539	0.373805	
40480771	-914	-3527	3076	-223.016	-860.588	750.544	-616	-643	-915	-43.120	-45.010	-64.050	46	25.180	-0.176202	-0.414022	0.810024	0.375737	
40490126	-1010	-3625	2908	-246.440	-884.500	709.552	-661	-593	-914	-46.270	-41.510	-63.980	44	25.172	-0.172379	-0.419164	0.807228	0.377820	
40499481	-1033	-3795	2830	-252.052	-925.980	690.520	-673	-542	-919	-47.110	-37.940	-64.330	44	25.172	-0.168877	-0.424382	0.804235	0.379955	
40508836	-978	-3997	2808	-238.632	-975.268	685.152	-659	-497	-938	-46.130	-34.790	-65.660	37	25.145	-0.165615	-0.429527	0.801110	0.382204	
40518191	-862	-4179	2799	-210.328	-1019.676	682.956	-619	-475	-928	-43.330	-33.250	-64.960	37	25.145	-0.162473	-0.434505	0.797894	0.384645	
40527546	-746	-4366	2879	-182.024	-1065.304	702.476	-574	-459	-869	-40.180	-32.130	-60.830	53	25.207	-0.159360	-0.439222	0.794739	0.387112	
40536902	-666	-4491	2922	-162.504	-1095.804	712.968	-513	-441	-788	-35.910	-30.870	-55.160	53	25.207	-0.156361	-0.443626	0.791778	0.389376	
40546257	-664	-4532	2934	-162.016	-1105.808	715.896	-438	-430	-710	-30.660	-30.100	-49.700	42	25.164	-0.153507	-0.447624	0.789104	0.391358	
40555613	-771	-4504	2884	-188.124	-1098.976	703.696	-353	-427	-637	-24.710	-29.890	-44.590	42	25.164	-0.150729	-0.451177	0.786762	0.393069	
40564969	-919	-4407	2822	-224.236	-1075.308	688.568	-270	-426	-578	-18.900	-29.820	-40.460	55	25.215	-0.147959	-0.454266	0.784780	0.394523	
40574324	-988	-4306	2752	-241.072	-1050.664	671.488	-198	-418	-522	-13.860	-29.260	-36.540	55	25.215	-0.145156	-0.456921	0.783129	0.395777	
40583679	-970	-4290	2724	-236.680	-1046.760	664.656	-148	-392	-453	-10.360	-27.440	-31.710	43	25.168	-0.142369	-0.459182	0.781772	0.396855	
40593034	-890	-4378	2744	-217.160	-1068.232	669.536	-137	-363	-384	-9.590	-25.410	-26.880	43	25.168	-0.139764	-0.461098	0.780671	0.397727	
40602390	-768	-4441	2767	-187.392	-1083.604	675.148	-117	-336	-316	-8.190	-23.520	-22.120	36	25.141	-0.137444	-0.462838	0.779723	0.398372	
40611745	-650	-4463	2755	-158.600	-1088.972	672.220	-81	-305	-252	-5.670	-21.350	-17.640	36	25.141	-0.135377	-0.464370	0.778956	0.398798	
