Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]
15002291	4720	9024	80	287.92	550.464	4.88	1104
15007246	5472	8896	176	333.792	542.656	10.736	1200
15012202	6272	8624	320	382.592	526.064	19.52	1232
15017157	7120	7984	576	434.32	487.024	35.136	1360
15022112	8128	7184	736	495.808	438.224	44.896	1312
15027068	8864	6288	912	540.704	383.568	55.632	1360
15032023	9680	5424	1040	590.48	330.864	63.44	1504
15036978	10528	4544	1040	642.208	277.184	63.44	1568
15041933	11376	3968	896	693.936	242.048	54.656	1616
15046886	12032	3712	816	733.952	226.432	49.776	1840
15051843	12608	3712	640	769.088	226.432	39.04	1920
15056798	13072	3840	464	797.392	234.24	28.304	2288
15061753	13376	4352	256	815.936	265.472	15.616	2544
15066710	13760	5504	-240	839.36	335.744	-14.64	3040
15071665	14320	7200	-960	873.52	439.2	-58.56	3616
15076621	14016	9216	-1568	854.976	562.176	-95.648	4096
15081577	13920	10832	-2192	849.12	660.752	-133.712	4448
15086533	13504	11152	-2368	823.744	680.272	-144.448	4336
15091489	13088	10992	-2480	798.368	670.512	-151.28	4096
15096444	12704	10512	-2512	774.944	641.232	-153.232	3936
15101400	12160	9696	-2288	741.76	591.456	-139.568	4064
15106355	11472	9280	-2192	699.792	566.08	-133.712	4400
15111309	10832	9104	-1760	660.752	555.344	-107.36	4576
15116266	10896	8672	-1488	664.656	528.992	-90.768	4496
15121221	10656	8320	-736	650.016	507.52	-44.896	3984
15126177	10240	8144	-16	624.64	496.784	-0.976	3472
15131133	10384	8304	608	633.424	506.544	37.088	3152
15136089	10576	8384	1120	645.136	511.424	68.32	2752
15141045	10704	8288	1424	652.944	505.568	86.864	2416
15146001	10672	8240	1648	650.992	502.64	100.528	1920
15150957	10624	8352	1824	648.064	509.472	111.264	1488
15155913	10848	8560	1824	661.728	522.16	111.264	1024
15160868	10992	8688	1616	670.512	529.968	98.576	672
15165825	11392	8992	1344	694.912	548.512	81.984	432
15170780	11744	9120	832	716.384	556.32	50.752	96
15175735	12336	8768	240	752.496	534.848	14.64	-128
15180691	12032	8576	-48	733.952	523.136	-2.928	-304
15185647	12352	8288	-304	753.472	505.568	-18.544	-624
15190602	12624	8336	-336	770.064	508.496	-20.496	-704
15195559	12928	8944	-96	788.608	545.584	-5.856	-880
15200515	13760	9264	16	839.36	565.104	0.976	-1024
15205471	13888	8960	560	847.168	546.56	34.16	-1136
15210426	13984	8016	1280	853.024	488.976	78.08	-1360
15215382	13712	7392	2320	836.432	450.912	141.52	-1424
15220337	13760	6736	3280	839.36	410.896	200.08	-1568
15225292	13536	6448	4080	825.696	393.328	248.88	-1776
15230247	14144	6160	4592	862.784	375.76	280.112	-1904
15235203	13984	6112	4880	853.024	372.832	297.68	-2144
15240158	14080	5968	4864	858.88	364.048	296.704	-2224
15245113	14064	6176	4624	857.904	376.736	282.064	-2336
15250068	14464	6688	4176	882.304	407.968	254.736	-2352
15255023	15056	7360	3856	918.416	448.96	235.216	-2400
15259979	15712	8048	3440	958.432	490.928	209.84	-2384
15264934	16224	8432	3152	989.664	514.352	192.272	-2208
15269890	16560	8448	3104	1010.16	515.328	189.344	-2256
15274845	16960	8272	3168	1034.56	504.592	193.248	-2208
15279801	17376	7936	3488	1059.936	484.096	212.768	-2176
15284756	17504	7568	3904	1067.744	461.648	238.144	-2256
15289711	17536	7120	4464	1069.696	434.32	272.304	-2176
15294667	17536	6592	5024	1069.696	402.112	306.464	-2336
15299621	17488	6192	5472	1066.768	377.712	333.792	-2256
15304577	17408	5904	5776	1061.888	360.144	352.336	-2352
15309532	17424	5632	5936	1062.864	343.552	362.096	-2352
15314488	17312	5392	5952	1056.032	328.912	363.072	-2368
15319443	16992	5280	5952	1036.512	322.08	363.072	-2416
15324399	16864	5312	5840	1028.704	324.032	356.24	-2368
15329355	16928	5744	5712	1032.608	350.384	348.432	-2288
15334310	17088	6192	5664	1042.368	377.712	345.504	-2176
15339266	17344	6336	5600	1057.984	386.496	341.6	-2096
15344222	17504	6368	5440	1067.744	388.448	331.84	-2000
15349175	17600	6464	5488	1073.6	394.304	334.768	-1904
15354132	17552	6544	5552	1070.672	399.184	338.672	-1872
15359088	17648	6544	5744	1076.528	399.184	350.384	-1744
15364040	17584	6288	6080	1072.624	383.568	370.88	-1664
15368997	17520	5872	6544	1068.72	358.192	399.184	-1664
15373952	17184	5408	7104	1048.224	329.888	433.344	-1520
15378907	16912	4832	7552	1031.632	294.752	460.672	-1584
15383862	16768	4432	8032	1022.848	270.352	489.952	-1520
15388819	16624	4208	8416	1014.064	256.688	513.376	-1584
15393774	16384	3824	8656	999.424	233.264	528.016	-1520
15398729	16272	3472	8912	992.592	211.792	543.632	-1440
15403685	16416	3104	8816	1001.376	189.344	537.776	-1504
15408640	16720	2816	8832	1019.92	171.776	538.752	-1376
15413596	17152	2624	8752	1046.272	160.064	533.872	-1264
15418552	17440	2416	8800	1063.84	147.376	536.8	-1216
15423507	17728	2336	8880	1081.408	142.496	541.68	-976
15428463	17904	2208	8976	1092.144	134.688	547.536	-912
15433418	17984	2240	9200	1097.024	136.64	561.2	-704
15438374	18016	2272	9504	1098.976	138.592	579.744	-672
15443329	18016	2208	9872	1098.976	134.688	602.192	-608
15448284	17776	1984	10336	1084.336	121.024	630.496	-576
15453239	17472	1712	10752	1065.792	104.432	655.872	-608
15458194	17168	1520	11088	1047.248	92.72	676.368	-624
15463148	16832	1424	11472	1026.752	86.864	699.792	-624
15468106	16656	976	11568	1016.016	59.536	705.648	-704
15473062	16704	752	11568	1018.944	45.872	705.648	-752
15478016	16864	672	11440	1028.704	40.992	697.84	-880
15482972	17024	720	11280	1038.464	43.92	688.08	-832
15487927	17232	560	11104	1051.152	34.16	677.344	-944
15492882	17264	320	11104	1053.104	19.52	677.344	-1040
15497838	17360	-32	11040	1058.96	-1.952	673.44	-960
15502794	17344	-48	11024	1057.984	-2.928	672.464	-1088
15507749	17216	-208	11024	1050.176	-12.688	672.464	-1088
15512705	16960	-112	11056	1034.56	-6.832	674.416	-1152
15517661	16512	-176	11136	1007.232	-10.736	679.296	-1152
15522616	15968	-96	11216	974.048	-5.856	684.176	-1184
15527570	15376	-112	11200	937.936	-6.832	683.2	-1216
15532526	14976	-96	11280	913.536	-5.856	688.08	-1056
15537482	14608	-112	11392	891.088	-6.832	694.912	-1072
15542435	14304	-32	11456	872.544	-1.952	698.816	-1152
15547393	14048	-96	11504	856.928	-5.856	701.744	-1008
15552349	13888	-160	11520	847.168	-9.76	702.72	-1056
15557304	13760	-400	11568	839.36	-24.4	705.648	-1088
15562258	13648	-592	11584	832.528	-36.112	706.624	-1104
15567213	13600	-672	11520	829.6	-40.992	702.72	-1088
15572168	13568	-768	11472	827.648	-46.848	699.792	-1152
15577122	13536	-992	11552	825.696	-60.512	704.672	-1152
15582078	13504	-1232	11584	823.744	-75.152	706.624	-1056
15587032	13440	-1424	11712	819.84	-86.864	714.432	-1136
15591989	13408	-1632	11904	817.888	-99.552	726.144	-1216
15596945	13280	-1856	12240	810.08	-113.216	746.64	-1152
15601900	13376	-2128	12512	815.936	-129.808	763.232	-1248
15606856	13280	-2400	12688	810.08	-146.4	773.968	-1136
15611812	13072	-2672	12800	797.392	-162.992	780.8	-1232
15616767	12944	-2784	12912	789.584	-169.824	787.632	-1088
15621722	12672	-2800	12848	772.992	-170.8	783.728	-1104
15626677	12288	-2816	12672	749.568	-171.776	772.992	-1120
15631632	11968	-2640	12624	730.048	-161.04	770.064	-928
15636587	11776	-2528	12464	718.336	-154.208	760.304	-944
15641542	11536	-2528	12320	703.696	-154.208	751.52	-832
15646498	11280	-2448	12240	688.08	-149.328	746.64	-832
15651453	10944	-2304	12224	667.584	-140.544	745.664	-832
15656408	10784	-2192	12288	657.824	-133.712	749.568	-688
15661364	10448	-2176	12288	637.328	-132.736	749.568	-752
15666319	10288	-2256	12336	627.568	-137.616	752.496	-624
15671274	10208	-2224	12368	622.688	-135.664	754.448	-656
15676230	10208	-2240	12320	622.688	-136.64	751.52	-784
15681186	10320	-2320	12320	629.52	-141.52	751.52	-672
15686141	10304	-2304	12352	628.544	-140.544	753.472	-816
15691097	10336	-2432	12400	630.496	-148.352	756.4	-736
15696052	10720	-2640	12352	653.92	-161.04	753.472	-688
15701005	10832	-2688	12464	660.752	-163.968	760.304	-624
15705962	11232	-2816	12464	685.152	-171.776	760.304	-656
15710917	11152	-3024	12528	680.272	-184.464	764.208	-608
15715872	11088	-3072	12560	676.368	-187.392	766.16	-480
15720825	10976	-2928	12544	669.536	-178.608	765.184	-496
15725783	10944	-2864	12496	667.584	-174.704	762.256	-496
15730739	10848	-2656	12528	661.728	-162.016	764.208	-432
15735694	10640	-2560	12480	649.04	-156.16	761.28	-528
15740650	10448	-2544	12576	637.328	-155.184	767.136	-384
15745606	10288	-2624	12640	627.568	-160.064	771.04	-432
15750562	10224	-2736	12608	623.664	-166.896	769.088	-400
15755519	10160	-2864	12560	619.76	-174.704	766.16	-384
15760475	10064	-2944	12416	613.904	-179.584	757.376	-416
15765427	9872	-2960	12480	602.192	-180.56	761.28	-336
15770385	9984	-3088	12384	609.024	-188.368	755.424	-400
15775340	10048	-3488	12432	612.928	-212.768	758.352	-336
15780297	10160	-3776	12496	619.76	-230.336	762.256	-320
15785252	10176	-3936	12768	620.736	-240.096	778.848	-304
15790208	10128	-3904	12960	617.808	-238.144	790.56	-272
15795164	10432	-3920	12992	636.352	-239.12	792.512	-288
15800119	10256	-3776	13232	625.616	-230.336	807.152	-160
15805075	10208	-3792	13376	622.688	-231.312	815.936	-304
15810031	10384	-3840	13488	633.424	-234.24	822.768	-272
15814985	10272	-3840	13600	626.592	-234.24	829.6	-144
15819942	10272	-3728	13584	626.592	-227.408	828.624	-256
15824898	10208	-3680	13504	622.688	-224.48	823.744	-208
15829854	10016	-3648	13456	610.976	-222.528	820.816	-224
15834810	9920	-3600	13312	605.12	-219.6	812.032	-224
15839765	9760	-3600	13200	595.36	-219.6	805.2	-112
15844721	9568	-3552	13056	583.648	-216.672	796.416	-192
15849676	9536	-3440	12976	581.696	-209.84	791.536	-48
15854631	9504	-3504	12928	579.744	-213.744	788.608	-96
15859587	9344	-3664	13056	569.984	-223.504	796.416	-96
15864543	9232	-3856	13168	563.152	-235.216	803.248	16
15869499	9104	-3968	13216	555.344	-242.048	806.176	-112
15874455	8928	-4080	13344	544.608	-248.88	813.984	32
15879409	8704	-4096	13408	530.944	-249.856	817.888	0
15884366	8592	-4112	13440	524.112	-250.832	819.84	64
15889322	8560	-4112	13456	522.16	-250.832	820.816	32
15894278	8512	-4096	13488	519.232	-249.856	822.768	-16
15899232	8480	-4096	13456	517.28	-249.856	820.816	192
15904188	8608	-4064	13504	525.088	-247.904	823.744	48
15909143	8752	-4000	13488	533.872	-244	822.768	80
15914098	8864	-3952	13456	540.704	-241.072	820.816	112
15919054	9040	-3840	13392	551.44	-234.24	816.912	32
15924009	9216	-3920	13312	562.176	-239.12	812.032	48
15928964	9312	-3984	13248	568.032	-243.024	808.128	80
15933920	9408	-4080	13232	573.888	-248.88	807.152	176
15938876	9232	-4128	13184	563.152	-251.808	804.224	80
15943831	9184	-4128	13088	560.224	-251.808	798.368	176
15948787	9024	-4064	13120	550.464	-247.904	800.32	240
15953743	8928	-4000	13040	544.608	-244	795.44	176
15958698	8736	-4032	13056	532.896	-245.952	796.416	144
15963654	8576	-4048	13024	523.136	-246.928	794.464	192
15968610	8432	-4000	13088	514.352	-244	798.368	176
15973566	8304	-4144	13120	506.544	-252.784	800.32	192
15978521	8208	-4192	13040	500.688	-255.712	795.44	128
15983477	8112	-4256	13024	494.832	-259.616	794.464	304
15988432	8128	-4176	12896	495.808	-254.736	786.656	128
15993387	8144	-4176	12800	496.784	-254.736	780.8	144
15998342	8208	-4176	12736	500.688	-254.736	776.896	160
16003297	8304	-4048	12640	506.544	-246.928	771.04	112
16008253	8400	-3904	12560	512.4	-238.144	766.16	128
16013209	8608	-3888	12480	525.088	-237.168	761.28	192
16018165	8672	-3856	12400	528.992	-235.216	756.4	128
16023121	8752	-3904	12352	533.872	-238.144	753.472	144
16028077	8720	-3920	12384	531.92	-239.12	755.424	128
16033033	8768	-4032	12432	534.848	-245.952	758.352	192
16037988	8688	-4160	12480	529.968	-253.76	761.28	32
16042943	8560	-4272	12688	522.16	-260.592	773.968	16
16047899	8384	-4416	12800	511.424	-269.376	780.8	96
16052852	8272	-4560	12896	504.592	-278.16	786.656	-16
16057809	8192	-4624	12960	499.712	-282.064	790.56	-16
16062765	8064	-4640	13008	491.904	-283.04	793.488	-32
16067721	8032	-4688	13040	489.952	-285.968	795.44	-16
16072675	8080	-4688	13024	492.88	-285.968	794.464	-16
16077630	8096	-4720	12992	493.856	-287.92	792.512	-48
16082587	8208	-4656	12912	500.688	-284.016	787.632	32
16087542	8272	-4528	12800	504.592	-276.208	780.8	-16
16092498	8320	-4528	12672	507.52	-276.208	772.992	-16
16097453	8352	-4416	12624	509.472	-269.376	770.064	64
16102408	8256	-4352	12560	503.616	-265.472	766.16	-48
16107364	8176	-4352	12608	498.736	-265.472	769.088	48
16112319	8144	-4368	12592	496.784	-266.448	768.112	16
16117272	8064	-4368	12800	491.904	-266.448	780.8	48
16122228	7952	-4432	12944	485.072	-270.352	789.584	80
16127182	7984	-4416	12992	487.024	-269.376	792.512	0
16132139	7904	-4416	13232	482.144	-269.376	807.152	48
16137094	8032	-4400	13264	489.952	-268.4	809.104	32
16142049	8064	-4512	13360	491.904	-275.232	814.96	0
16147004	8128	-4704	13376	495.808	-286.944	815.936	112
16151960	8208	-4784	13360	500.688	-291.824	814.96	0
16156916	8304	-4896	13392	506.544	-298.656	816.912	0
16161872	8400	-4944	13248	512.4	-301.584	808.128	-48
16166826	8496	-4928	13232	518.256	-300.608	807.152	80
16171785	8512	-4880	13168	519.232	-297.68	803.248	16
16176740	8496	-4816	13072	518.256	-293.776	797.392	-96
16181695	8384	-4704	12912	511.424	-286.944	787.632	32
16186649	8352	-4624	12768	509.472	-282.064	778.848	0
16191606	8288	-4448	12688	505.568	-271.328	773.968	96
16196561	8240	-4384	12624	502.64	-267.424	770.064	64
16201517	8096	-4336	12560	493.856	-264.496	766.16	64
16206473	7904	-4288	12576	482.144	-261.568	767.136	112
16211428	7760	-4288	12656	473.36	-261.568	772.016	0
16216384	7728	-4176	12544	471.408	-254.736	765.184	192
16221340	7792	-4160	12576	475.312	-253.76	767.136	80
16226295	7952	-4048	12672	485.072	-246.928	772.992	48
16231249	7984	-3984	12608	487.024	-243.024	769.088	176
16236206	8176	-3920	12656	498.736	-239.12	772.016	16
16241161	8288	-3968	12672	505.568	-242.048	772.992	80
16246115	8480	-4016	12720	517.28	-244.976	775.92	128
16251071	8608	-4096	12800	525.088	-249.856	780.8	48
16256026	8704	-4224	12896	530.944	-257.664	786.656	16
16260979	8768	-4320	12960	534.848	-263.52	790.56	80
16265937	8768	-4304	12960	534.848	-262.544	790.56	128
16270893	8768	-4400	12944	534.848	-268.4	789.584	48
16275849	8768	-4384	12912	534.848	-267.424	787.632	32
16280804	8816	-4336	12864	537.776	-264.496	784.704	160
16285761	8800	-4256	12784	536.8	-259.616	779.824	32
16290717	8816	-4272	12704	537.776	-260.592	774.944	144
16295672	8768	-4208	12608	534.848	-256.688	769.088	48
16300629	8704	-4176	12608	530.944	-254.736	769.088	192
16305585	8560	-4128	12592	522.16	-251.808	768.112	96
16310540	8528	-4064	12624	520.208	-247.904	770.064	80
16315496	8448	-4064	12576	515.328	-247.904	767.136	208
16320451	8352	-4016	12608	509.472	-244.976	769.088	112
16325407	8336	-4080	12624	508.496	-248.88	770.064	96
16330362	8384	-4016	12640	511.424	-244.976	771.04	224
16335318	8400	-3936	12624	512.4	-240.096	770.064	96
16340274	8336	-3920	12640	508.496	-239.12	771.04	208
16345229	8416	-3840	12688	513.376	-234.24	773.968	96
16350185	8704	-3808	12752	530.944	-232.288	777.872	144
16355140	8640	-3696	12976	527.04	-225.456	791.536	96
16360095	8832	-3584	12880	538.752	-218.624	785.68	96
16365052	8960	-3664	12880	546.56	-223.504	785.68	160
16370007	9024	-3664	12800	550.464	-223.504	780.8	112
16374962	9536	-3600	12544	581.696	-219.6	765.184	176
16379917	9696	-3664	12448	591.456	-223.504	759.328	192
16384872	9856	-4000	12400	601.216	-244	756.4	240
16389827	9792	-4304	12576	597.312	-262.544	767.136	272
16394782	9696	-4384	12768	591.456	-267.424	778.848	224
16399738	9584	-4560	13008	584.624	-278.16	793.488	320
16404699	9200	-4624	13296	561.2	-282.064	811.056	288
16409650	9040	-4688	13504	551.44	-285.968	823.744	144
16414605	8880	-4672	13536	541.68	-284.992	825.696	288
16419560	8560	-4768	13664	522.16	-290.848	833.504	128
16424515	8544	-4752	13536	521.184	-289.872	825.696	176
16429471	8672	-4720	13312	528.992	-287.92	812.032	144
16434428	8912	-4640	13072	543.632	-283.04	797.392	64
16439383	9120	-4480	12752	556.32	-273.28	777.872	64
16444336	9392	-4224	12560	572.912	-257.664	766.16	80
16449295	9536	-4192	12320	581.696	-255.712	751.52	160
16454251	9648	-4144	12240	588.528	-252.784	746.64	32
16459206	9856	-4176	12224	601.216	-254.736	745.664	64
16464161	9808	-4192	12352	598.288	-255.712	753.472	112
16469115	9664	-4336	12464	589.504	-264.496	760.304	16
16474073	9344	-4400	12544	569.984	-268.4	765.184	160
16479028	8992	-4400	12640	548.512	-268.4	771.04	64
16483984	8704	-4384	12528	530.944	-267.424	764.208	144
16488939	8496	-4368	12528	518.256	-266.448	764.208	80
16493893	8336	-4272	12416	508.496	-260.592	757.376	16
16498850	8288	-4192	12384	505.568	-255.712	755.424	96
16503805	8320	-4096	12416	507.52	-249.856	757.376	96
16508758	8416	-3952	12464	513.376	-241.072	760.304	80
16513715	8480	-3936	12416	517.28	-240.096	757.376	64
16518670	8576	-3920	12256	523.136	-239.12	747.616	0
16523627	8736	-3920	12160	532.896	-239.12	741.76	-16
16528582	8800	-3936	12000	536.8	-240.096	732	-32
16533537	8992	-3968	12000	548.512	-242.048	732	32
16538494	9088	-4016	12032	554.368	-244.976	733.952	0
16543449	8992	-4112	12096	548.512	-250.832	737.856	-32
16548405	8912	-4240	12272	543.632	-258.64	748.592	80
16553360	8864	-4272	12304	540.704	-260.592	750.544	-80
16558315	8688	-4320	12448	529.968	-263.52	759.328	-48
16563269	8736	-4384	12576	532.896	-267.424	767.136	-32
16568223	8656	-4320	12640	528.016	-263.52	771.04	-80
16573176	8608	-4384	12640	525.088	-267.424	771.04	-32
16578134	8528	-4464	12608	520.208	-272.304	769.088	-128
16583088	8528	-4544	12576	520.208	-277.184	767.136	-16
16588046	8464	-4464	12592	516.304	-272.304	768.112	-96
16593002	8144	-4240	12624	496.784	-258.64	770.064	-144
16597957	8448	-4432	12656	515.328	-270.352	772.016	-80
16602912	8576	-4400	12768	523.136	-268.4	778.848	-176
16607867	8656	-4448	12800	528.016	-271.328	780.8	-144
16612823	8640	-4496	12848	527.04	-274.256	783.728	-128
16617778	8864	-4560	12672	540.704	-278.16	772.992	-128
16622733	8784	-4368	12592	535.824	-266.448	768.112	-96
16627685	8992	-4368	12416	548.512	-266.448	757.376	-160
16632644	8832	-4176	12400	538.752	-254.736	756.4	-96
16637600	8976	-4224	12400	547.536	-257.664	756.4	-64
16642556	8784	-4192	12528	535.824	-255.712	764.208	-128
16647511	8688	-4304	12688	529.968	-262.544	773.968	-64
16652468	8688	-4384	12752	529.968	-267.424	777.872	-128
16657424	8560	-4416	12896	522.16	-269.376	786.656	-32
16662379	8416	-4496	12976	513.376	-274.256	791.536	-128
16667334	8416	-4448	12944	513.376	-271.328	789.584	-16
16672287	8384	-4448	12928	511.424	-271.328	788.608	-48
16677246	8432	-4432	12800	514.352	-270.352	780.8	-80
16682201	8528	-4512	12752	520.208	-275.232	777.872	16
16687158	8368	-4224	12784	510.448	-257.664	779.824	-112
16692113	8768	-4320	12608	534.848	-263.52	769.088	-176
16697070	8816	-4432	12640	537.776	-270.352	771.04	-64
16702025	8784	-4288	12608	535.824	-261.568	769.088	-192
